evaluated_at_datetime_utc,evaluated_at_datetime_ept,forecast_datetime_beginning_utc,forecast_datetime_beginning_ept,forecast_datetime_ending_utc,forecast_datetime_ending_ept,forecast_area,forecast_load_mw
2/21/2026 9:47:29 PM,2/21/2026 4:47:29 PM,2/26/2026 7:00:00 AM,2/26/2026 2:00:00 AM,2/26/2026 8:00:00 AM,2/26/2026 3:00:00 AM,RTO_COMBINED,90018
2/21/2026 9:47:29 PM,2/21/2026 4:47:29 PM,2/26/2026 8:00:00 AM,2/26/2026 3:00:00 AM,2/26/2026 9:00:00 AM,2/26/2026 4:00:00 AM,RTO_COMBINED,90137
2/21/2026 9:47:29 PM,2/21/2026 4:47:29 PM,2/26/2026 9:00:00 AM,2/26/2026 4:00:00 AM,2/26/2026 10:00:00 AM,2/26/2026 5:00:00 AM,RTO_COMBINED,91864
2/21/2026 9:47:29 PM,2/21/2026 4:47:29 PM,2/26/2026 10:00:00 AM,2/26/2026 5:00:00 AM,2/26/2026 11:00:00 AM,2/26/2026 6:00:00 AM,RTO_COMBINED,96254
2/21/2026 9:47:29 PM,2/21/2026 4:47:29 PM,2/26/2026 11:00:00 AM,2/26/2026 6:00:00 AM,2/26/2026 12:00:00 PM,2/26/2026 7:00:00 AM,RTO_COMBINED,103040
2/21/2026 9:47:29 PM,2/21/2026 4:47:29 PM,2/26/2026 12:00:00 PM,2/26/2026 7:00:00 AM,2/26/2026 1:00:00 PM,2/26/2026 8:00:00 AM,RTO_COMBINED,107424
2/21/2026 9:47:29 PM,2/21/2026 4:47:29 PM,2/26/2026 1:00:00 PM,2/26/2026 8:00:00 AM,2/26/2026 2:00:00 PM,2/26/2026 9:00:00 AM,RTO_COMBINED,107501
2/21/2026 9:47:29 PM,2/21/2026 4:47:29 PM,2/26/2026 2:00:00 PM,2/26/2026 9:00:00 AM,2/26/2026 3:00:00 PM,2/26/2026 10:00:00 AM,RTO_COMBINED,105823
2/21/2026 9:47:29 PM,2/21/2026 4:47:29 PM,2/26/2026 3:00:00 PM,2/26/2026 10:00:00 AM,2/26/2026 4:00:00 PM,2/26/2026 11:00:00 AM,RTO_COMBINED,103992
2/21/2026 9:47:29 PM,2/21/2026 4:47:29 PM,2/26/2026 4:00:00 PM,2/26/2026 11:00:00 AM,2/26/2026 5:00:00 PM,2/26/2026 12:00:00 PM,RTO_COMBINED,102201
2/21/2026 9:47:29 PM,2/21/2026 4:47:29 PM,2/26/2026 5:00:00 PM,2/26/2026 12:00:00 PM,2/26/2026 6:00:00 PM,2/26/2026 1:00:00 PM,RTO_COMBINED,100719
2/21/2026 9:47:29 PM,2/21/2026 4:47:29 PM,2/26/2026 6:00:00 PM,2/26/2026 1:00:00 PM,2/26/2026 7:00:00 PM,2/26/2026 2:00:00 PM,RTO_COMBINED,99752
2/21/2026 9:47:29 PM,2/21/2026 4:47:29 PM,2/26/2026 7:00:00 PM,2/26/2026 2:00:00 PM,2/26/2026 8:00:00 PM,2/26/2026 3:00:00 PM,RTO_COMBINED,98937
2/21/2026 9:47:29 PM,2/21/2026 4:47:29 PM,2/26/2026 8:00:00 PM,2/26/2026 3:00:00 PM,2/26/2026 9:00:00 PM,2/26/2026 4:00:00 PM,RTO_COMBINED,98943
2/21/2026 9:47:29 PM,2/21/2026 4:47:29 PM,2/26/2026 9:00:00 PM,2/26/2026 4:00:00 PM,2/26/2026 10:00:00 PM,2/26/2026 5:00:00 PM,RTO_COMBINED,100682
2/21/2026 9:47:29 PM,2/21/2026 4:47:29 PM,2/26/2026 10:00:00 PM,2/26/2026 5:00:00 PM,2/26/2026 11:00:00 PM,2/26/2026 6:00:00 PM,RTO_COMBINED,103866
2/21/2026 9:47:29 PM,2/21/2026 4:47:29 PM,2/26/2026 11:00:00 PM,2/26/2026 6:00:00 PM,2/27/2026 12:00:00 AM,2/26/2026 7:00:00 PM,RTO_COMBINED,106173
2/21/2026 9:47:29 PM,2/21/2026 4:47:29 PM,2/27/2026 12:00:00 AM,2/26/2026 7:00:00 PM,2/27/2026 1:00:00 AM,2/26/2026 8:00:00 PM,RTO_COMBINED,105870
2/21/2026 9:47:29 PM,2/21/2026 4:47:29 PM,2/27/2026 1:00:00 AM,2/26/2026 8:00:00 PM,2/27/2026 2:00:00 AM,2/26/2026 9:00:00 PM,RTO_COMBINED,104643
2/21/2026 9:47:29 PM,2/21/2026 4:47:29 PM,2/27/2026 2:00:00 AM,2/26/2026 9:00:00 PM,2/27/2026 3:00:00 AM,2/26/2026 10:00:00 PM,RTO_COMBINED,102062
2/21/2026 9:47:29 PM,2/21/2026 4:47:29 PM,2/27/2026 3:00:00 AM,2/26/2026 10:00:00 PM,2/27/2026 4:00:00 AM,2/26/2026 11:00:00 PM,RTO_COMBINED,98115
2/21/2026 9:47:29 PM,2/21/2026 4:47:29 PM,2/27/2026 4:00:00 AM,2/26/2026 11:00:00 PM,2/27/2026 5:00:00 AM,2/27/2026 12:00:00 AM,RTO_COMBINED,94126
2/21/2026 9:47:29 PM,2/21/2026 4:47:29 PM,2/27/2026 5:00:00 AM,2/27/2026 12:00:00 AM,2/27/2026 6:00:00 AM,2/27/2026 1:00:00 AM,RTO_COMBINED,92519
2/21/2026 9:47:29 PM,2/21/2026 4:47:29 PM,2/27/2026 6:00:00 AM,2/27/2026 1:00:00 AM,2/27/2026 7:00:00 AM,2/27/2026 2:00:00 AM,RTO_COMBINED,90948
2/21/2026 9:47:29 PM,2/21/2026 4:47:29 PM,2/27/2026 7:00:00 AM,2/27/2026 2:00:00 AM,2/27/2026 8:00:00 AM,2/27/2026 3:00:00 AM,RTO_COMBINED,90339
2/21/2026 9:47:29 PM,2/21/2026 4:47:29 PM,2/27/2026 8:00:00 AM,2/27/2026 3:00:00 AM,2/27/2026 9:00:00 AM,2/27/2026 4:00:00 AM,RTO_COMBINED,90702
2/21/2026 9:47:29 PM,2/21/2026 4:47:29 PM,2/27/2026 9:00:00 AM,2/27/2026 4:00:00 AM,2/27/2026 10:00:00 AM,2/27/2026 5:00:00 AM,RTO_COMBINED,92595
2/21/2026 9:47:29 PM,2/21/2026 4:47:29 PM,2/27/2026 10:00:00 AM,2/27/2026 5:00:00 AM,2/27/2026 11:00:00 AM,2/27/2026 6:00:00 AM,RTO_COMBINED,97009
2/21/2026 9:47:29 PM,2/21/2026 4:47:29 PM,2/27/2026 11:00:00 AM,2/27/2026 6:00:00 AM,2/27/2026 12:00:00 PM,2/27/2026 7:00:00 AM,RTO_COMBINED,103754
2/21/2026 9:47:29 PM,2/21/2026 4:47:29 PM,2/27/2026 12:00:00 PM,2/27/2026 7:00:00 AM,2/27/2026 1:00:00 PM,2/27/2026 8:00:00 AM,RTO_COMBINED,108229
2/21/2026 9:47:29 PM,2/21/2026 4:47:29 PM,2/27/2026 1:00:00 PM,2/27/2026 8:00:00 AM,2/27/2026 2:00:00 PM,2/27/2026 9:00:00 AM,RTO_COMBINED,108012
2/21/2026 9:47:29 PM,2/21/2026 4:47:29 PM,2/27/2026 2:00:00 PM,2/27/2026 9:00:00 AM,2/27/2026 3:00:00 PM,2/27/2026 10:00:00 AM,RTO_COMBINED,105392
2/21/2026 9:47:29 PM,2/21/2026 4:47:29 PM,2/27/2026 3:00:00 PM,2/27/2026 10:00:00 AM,2/27/2026 4:00:00 PM,2/27/2026 11:00:00 AM,RTO_COMBINED,102511
2/21/2026 9:47:29 PM,2/21/2026 4:47:29 PM,2/27/2026 4:00:00 PM,2/27/2026 11:00:00 AM,2/27/2026 5:00:00 PM,2/27/2026 12:00:00 PM,RTO_COMBINED,99970
2/21/2026 9:47:29 PM,2/21/2026 4:47:29 PM,2/27/2026 5:00:00 PM,2/27/2026 12:00:00 PM,2/27/2026 6:00:00 PM,2/27/2026 1:00:00 PM,RTO_COMBINED,97646
2/21/2026 9:47:29 PM,2/21/2026 4:47:29 PM,2/27/2026 6:00:00 PM,2/27/2026 1:00:00 PM,2/27/2026 7:00:00 PM,2/27/2026 2:00:00 PM,RTO_COMBINED,96044
2/21/2026 9:47:29 PM,2/21/2026 4:47:29 PM,2/27/2026 7:00:00 PM,2/27/2026 2:00:00 PM,2/27/2026 8:00:00 PM,2/27/2026 3:00:00 PM,RTO_COMBINED,94840
2/21/2026 9:47:29 PM,2/21/2026 4:47:29 PM,2/27/2026 8:00:00 PM,2/27/2026 3:00:00 PM,2/27/2026 9:00:00 PM,2/27/2026 4:00:00 PM,RTO_COMBINED,94828
2/21/2026 9:47:29 PM,2/21/2026 4:47:29 PM,2/27/2026 9:00:00 PM,2/27/2026 4:00:00 PM,2/27/2026 10:00:00 PM,2/27/2026 5:00:00 PM,RTO_COMBINED,96751
2/21/2026 9:47:29 PM,2/21/2026 4:47:29 PM,2/27/2026 10:00:00 PM,2/27/2026 5:00:00 PM,2/27/2026 11:00:00 PM,2/27/2026 6:00:00 PM,RTO_COMBINED,100327
2/21/2026 9:47:29 PM,2/21/2026 4:47:29 PM,2/27/2026 11:00:00 PM,2/27/2026 6:00:00 PM,2/28/2026 12:00:00 AM,2/27/2026 7:00:00 PM,RTO_COMBINED,103202
2/21/2026 9:47:29 PM,2/21/2026 4:47:29 PM,2/28/2026 12:00:00 AM,2/27/2026 7:00:00 PM,2/28/2026 1:00:00 AM,2/27/2026 8:00:00 PM,RTO_COMBINED,103578
2/21/2026 9:47:29 PM,2/21/2026 4:47:29 PM,2/28/2026 1:00:00 AM,2/27/2026 8:00:00 PM,2/28/2026 2:00:00 AM,2/27/2026 9:00:00 PM,RTO_COMBINED,103070
2/21/2026 9:47:29 PM,2/21/2026 4:47:29 PM,2/28/2026 2:00:00 AM,2/27/2026 9:00:00 PM,2/28/2026 3:00:00 AM,2/27/2026 10:00:00 PM,RTO_COMBINED,101624
2/21/2026 9:47:29 PM,2/21/2026 4:47:29 PM,2/28/2026 3:00:00 AM,2/27/2026 10:00:00 PM,2/28/2026 4:00:00 AM,2/27/2026 11:00:00 PM,RTO_COMBINED,98951
2/21/2026 9:47:29 PM,2/21/2026 4:47:29 PM,2/28/2026 4:00:00 AM,2/27/2026 11:00:00 PM,2/28/2026 5:00:00 AM,2/28/2026 12:00:00 AM,RTO_COMBINED,95844
